"geoid","name","crime_other","crime_personal","crime_property","density","median_income","unemployed","education"
"060371132111","Block Group 1, Census Tract 1132.11, Los Angeles County, California",2,17,43,1531,66616,0.05351906158357771261,0.84888521882741535921
"060371132112","Block Group 2, Census Tract 1132.11, Los Angeles County, California",5,20,34,2554,39793,0.05773896166909267346,0.82140964493905670376
"060371132121","Block Group 1, Census Tract 1132.12, Los Angeles County, California",14,24,,1311,31642,0.05291005291005291005,0.65717539863325740319
"060371132122","Block Group 2, Census Tract 1132.12, Los Angeles County, California",2,25,45,1870,34476,0.08560311284046692607,0.75178316690442225392
"060371132131","Block Group 1, Census Tract 1132.13, Los Angeles County, California",3,54,68,2369,40756,0.04195070791819611956,0.76772752652149637074
"060371132132","Block Group 2, Census Tract 1132.13, Los Angeles County, California",5,25,67,2183,25293,0.12334070796460176991,0.63107460643394934976
"060371132311","Block Group 1, Census Tract 1132.31, Los Angeles County, California",2,5,25,1558,42416,0.07110778443113772455,0.85084745762711864407
"060371132312","Block Group 2, Census Tract 1132.31, Los Angeles County, California",1,13,11,613,27904,0.04265402843601895735,0.83291139240506329114
"060371132321","Block Group 1, Census Tract 1132.32, Los Angeles County, California",4,17,35,2140,42077,0.0446832579185520362,0.83937198067632850242
"060371132322","Block Group 2, Census Tract 1132.32, Los Angeles County, California",10,71,82,1992,29673,0.13459119496855345912,0.73497465604634322954
"060371132331","Block Group 1, Census Tract 1132.33, Los Angeles County, California",2,20,29,1486,10328,0.04497607655502392344,0.37637028014616321559
"060371132332","Block Group 2, Census Tract 1132.33, Los Angeles County, California",9,60,66,2262,15939,0.06666666666666666667,0.67728415758591785415
"060371132333","Block Group 3, Census Tract 1132.33, Los Angeles County, California",5,56,59,3147,21023,0.05157936825269892043,0.52490421455938697318
"060371132341","Block Group 1, Census Tract 1132.34, Los Angeles County, California",3,9,31,713,23075,0.02392344497607655502,0.70261437908496732026
"060371132342","Block Group 2, Census Tract 1132.34, Los Angeles County, California",11,101,73,4029,19970,0.05384354893328818151,0.50329091706888986398
"060371132371","Block Group 1, Census Tract 1132.37, Los Angeles County, California",9,62,130,2738,44079,0.0654813529921942758,0.70041536863966770509
"060371132372","Block Group 2, Census Tract 1132.37, Los Angeles County, California",6,38,41,1109,41015,0.01731160896130346232,0.72234762979683972912
"060371133011","Block Group 1, Census Tract 1133.01, Los Angeles County, California",7,3,,616,36910,0.03653846153846153846,0.86524822695035460993
"060371133012","Block Group 2, Census Tract 1133.01, Los Angeles County, California",8,181,443,1697,47759,0.07012417823228634039,0.77464788732394366197
"060371133031","Block Group 1, Census Tract 1133.03, Los Angeles County, California",5,15,38,2528,38294,0.09619140625,0.8615298715801228364
"060371133032","Block Group 2, Census Tract 1133.03, Los Angeles County, California",4,79,154,1771,25167,0.08438193930421909697,0.64315701091519731318
"060371133211","Block Group 1, Census Tract 1133.21, Los Angeles County, California",10,99,104,4581,22301,0.03976091476091476091,0.6688
"060371133212","Block Group 2, Census Tract 1133.21, Los Angeles County, California",3,45,60,1287,44907,0.08181818181818181818,0.7891842346471127406
"060371133221","Block Group 1, Census Tract 1133.22, Los Angeles County, California",1,27,42,2139,38336,0.0633958103638368247,0.70922459893048128342
"060371133222","Block Group 2, Census Tract 1133.22, Los Angeles County, California",6,26,79,2013,29894,0.11627906976744186047,0.79366197183098591549
"060371134011","Block Group 1, Census Tract 1134.01, Los Angeles County, California",15,165,208,1736,23697,0.12430555555555555556,0.59238249594813614263
"060371134012","Block Group 2, Census Tract 1134.01, Los Angeles County, California",1,37,46,1754,28510,0.04548635409377186844,0.72115384615384615385
"060371134013","Block Group 3, Census Tract 1134.01, Los Angeles County, California",4,61,61,1775,26462,0.09406270847231487658,0.67540478026214340786
"060371134211","Block Group 1, Census Tract 1134.21, Los Angeles County, California",1,5,9,1736,11901,0.12650602409638554217,0.52346938775510204082
"060371134212","Block Group 2, Census Tract 1134.21, Los Angeles County, California",4,103,135,2319,18257,0.03804656445201590006,0.45718540580789277736
"060371134213","Block Group 3, Census Tract 1134.21, Los Angeles County, California",1,7,6,2516,17752,0.02668148971650917176,0.61423487544483985765
"060371134221","Block Group 1, Census Tract 1134.22, Los Angeles County, California",8,76,114,1517,34422,0.08205953338696701529,0.66509433962264150943
"060371134222","Block Group 2, Census Tract 1134.22, Los Angeles County, California",6,23,51,2636,16867,0.08546571136131013306,0.3724578733294596165
"060371134223","Block Group 3, Census Tract 1134.22, Los Angeles County, California",52,33,,1302,27860,0.1299040976460331299,0.55811277330264672037
"060371134224","Block Group 4, Census Tract 1134.22, Los Angeles County, California",1,44,27,1116,20381,0.04681872749099639856,0.65470852017937219731
"060371151011","Block Group 1, Census Tract 1151.01, Los Angeles County, California",13,48,,1543,48556,0.01825842696629213483,0.76916735366859027205
"060371151012","Block Group 2, Census Tract 1151.01, Los Angeles County, California",52,55,,2104,46646,0.0468658465143526655,0.92471685542971352432
"060371151013","Block Group 3, Census Tract 1151.01, Los Angeles County, California",6,52,56,1605,49987,0.05021834061135371179,0.75743048897411313519
"060371151031","Block Group 1, Census Tract 1151.03, Los Angeles County, California",5,65,109,2294,5425,0.1477323753929052537,0.93788819875776397516
"060371151041","Block Group 1, Census Tract 1151.04, Los Angeles County, California",4,47,52,592,42684,0.08052434456928838951,0.81871345029239766082
"060371151042","Block Group 2, Census Tract 1151.04, Los Angeles County, California",13,44,,3140,25888,0.06687242798353909465,0.83748271092669432918
"060371152011","Block Group 1, Census Tract 1152.01, Los Angeles County, California",19,42,,3390,20286,0.06349795766802822131,0.85028248587570621469
"060371152012","Block Group 2, Census Tract 1152.01, Los Angeles County, California",1,4,24,1881,38613,0.03314571607254534084,0.83873649210307564422
"060371152013","Block Group 3, Census Tract 1152.01, Los Angeles County, California",1,68,91,1752,24233,0.06413612565445026178,0.77444253859348198971
"060371152021","Block Group 1, Census Tract 1152.02, Los Angeles County, California",7,82,94,1502,27608,0.10579710144927536232,0.82157676348547717842
"060371152022","Block Group 2, Census Tract 1152.02, Los Angeles County, California",4,31,64,2324,15670,0.21517553793884484711,0.61593625498007968127
"060371152023","Block Group 3, Census Tract 1152.02, Los Angeles County, California",4,24,33,1143,31201,0.00903614457831325301,0.67305389221556886228
"060371153011","Block Group 1, Census Tract 1153.01, Los Angeles County, California",2,18,33,1050,33407,0.09589041095890410959,0.71776504297994269341
"060371153012","Block Group 2, Census Tract 1153.01, Los Angeles County, California",4,24,40,2864,33180,0.08281972265023112481,0.76103123450669310858
"060371153021","Block Group 1, Census Tract 1153.02, Los Angeles County, California",12,88,69,4007,14868,0.0902704601334738321,0.31277926720285969616
"060371154011","Block Group 1, Census Tract 1154.01, Los Angeles County, California",4,54,59,2846,26178,0.07488537952114111055,0.63677898343803540834
"060371154012","Block Group 2, Census Tract 1154.01, Los Angeles County, California",5,44,58,3118,25192,0.0560636182902584493,0.62149310508796956728
"060371154031","Block Group 1, Census Tract 1154.03, Los Angeles County, California",4,74,68,3536,18891,0.0808448652585579024,0.48594741613780598368
"060371154041","Block Group 1, Census Tract 1154.04, Los Angeles County, California",3,70,42,1688,21419,0.07232267037552155772,0.60351201478743068392
"060371154042","Block Group 2, Census Tract 1154.04, Los Angeles County, California",3,45,67,1201,15578,0.09011943539630836048,0.43820224719101123596
"060371171011","Block Group 1, Census Tract 1171.01, Los Angeles County, California",4,47,55,1870,32779,0.05614035087719298246,0.80049059689288634505
"060371171012","Block Group 2, Census Tract 1171.01, Los Angeles County, California",3,24,43,3254,18213,0.08346905537459283388,0.50666666666666666667
"060371171021","Block Group 1, Census Tract 1171.02, Los Angeles County, California",12,26,,1145,27960,0.09730848861283643892,0.36848635235732009926
"060371171022","Block Group 2, Census Tract 1171.02, Los Angeles County, California",3,35,36,1542,19284,0.11463414634146341463,0.56545454545454545455
"060371172011","Block Group 1, Census Tract 1172.01, Los Angeles County, California",6,66,97,3944,11647,0.06522535727372663979,0.35440517670482827277
"060371172012","Block Group 2, Census Tract 1172.01, Los Angeles County, California",4,65,80,1108,18496,0.03068181818181818182,0.57901390644753476612
"060371172021","Block Group 1, Census Tract 1172.02, Los Angeles County, California",1,24,35,1510,27111,0.06451612903225806452,0.69497400346620450607
"060371172022","Block Group 2, Census Tract 1172.02, Los Angeles County, California",3,51,44,1004,34254,0.09102244389027431421,0.70274390243902439024
"060371173011","Block Group 1, Census Tract 1173.01, Los Angeles County, California",17,32,,1231,37639,0.0300618921308576481,0.75162689804772234273
"060371173012","Block Group 2, Census Tract 1173.01, Los Angeles County, California",2,27,36,1339,24222,0.07190795781399808245,0.52046169989506820567
"060371173013","Block Group 3, Census Tract 1173.01, Los Angeles County, California",12,22,,1584,28451,0.06174957118353344768,0.8497695852534562212
"060371173021","Block Group 1, Census Tract 1173.02, Los Angeles County, California",1,12,15,972,29768,0.01050175029171528588,0.79166666666666666667
"060371173022","Block Group 2, Census Tract 1173.02, Los Angeles County, California",1,5,12,1046,29810,0.08013937282229965157,0.60709413369713506139
"060371173023","Block Group 3, Census Tract 1173.02, Los Angeles County, California",39,24,,1278,40041,0.09578544061302681992,0.77139761646803900325
"060371173024","Block Group 4, Census Tract 1173.02, Los Angeles County, California",3,64,94,1811,27247,0.04410701373825018077,0.77504105090311986864
"060371173031","Block Group 1, Census Tract 1173.03, Los Angeles County, California",8,54,59,2166,27642,0.04582843713278495887,0.71258278145695364238
"060371173032","Block Group 2, Census Tract 1173.03, Los Angeles County, California",44,28,,1437,26369,0.22061328790459965928,0.63888888888888888889
"060371174041","Block Group 1, Census Tract 1174.04, Los Angeles County, California",1,14,26,1338,30219,0.04224058769513314968,0.57959183673469387755
"060371174042","Block Group 2, Census Tract 1174.04, Los Angeles County, California",1,29,41,1212,26602,0.08944723618090452261,0.73846153846153846154
"060371174043","Block Group 3, Census Tract 1174.04, Los Angeles County, California",4,82,57,1574,27983,0.13551401869158878505,0.71925360474978795589
"060371174051","Block Group 1, Census Tract 1174.05, Los Angeles County, California",17,100,118,3801,8861,0.13130898645876077144,0.2319559228650137741
"060371174071","Block Group 1, Census Tract 1174.07, Los Angeles County, California",13,106,97,3484,8738,0.06491228070175438596,0.13137829912023460411
"060371174081","Block Group 1, Census Tract 1174.08, Los Angeles County, California",12,125,110,3269,11685,0.08754052802223251505,0.3398294762484774665
"060371175101","Block Group 1, Census Tract 1175.10, Los Angeles County, California",5,90,82,3931,11983,0.12222222222222222222,0.25994318181818181818
"060371175201","Block Group 1, Census Tract 1175.20, Los Angeles County, California",18,76,88,3633,13667,0.09636145541783286685,0.34314214463840399002
"060371175301","Block Group 1, Census Tract 1175.30, Los Angeles County, California",6,32,34,2301,11273,0.08593290170688640377,0.18017366136034732272
"060371175302","Block Group 2, Census Tract 1175.30, Los Angeles County, California",12,85,83,3325,16315,0.0991836734693877551,0.43473451327433628319
"060371190011","Block Group 1, Census Tract 1190.01, Los Angeles County, California",3,28,62,2027,19427,0.09942638623326959847,0.47668393782383419689
"060371190012","Block Group 2, Census Tract 1190.01, Los Angeles County, California",1,4,25,751,20110,0.05965463108320251177,0.57342657342657342657
"060371190013","Block Group 3, Census Tract 1190.01, Los Angeles County, California",2,12,25,1071,14485,0.03439490445859872611,0.33917197452229299363
"060371190021","Block Group 1, Census Tract 1190.02, Los Angeles County, California",2,12,17,1117,15309,0.04250295159386068477,0.31181318681318681319
"060371190022","Block Group 2, Census Tract 1190.02, Los Angeles County, California",2,33,40,1590,12189,0.07892454466608846487,0.09583736689254598258
"060371190023","Block Group 3, Census Tract 1190.02, Los Angeles County, California",5,21,38,1163,16241,0.05864509605662285137,0.20554854981084489281
"060371190024","Block Group 4, Census Tract 1190.02, Los Angeles County, California",1,35,27,1879,17631,0.08710801393728222997,0.35462184873949579832
"060371190025","Block Group 5, Census Tract 1190.02, Los Angeles County, California",2,20,31,1249,14499,0.06209850107066381156,0.25581395348837209302
